Player Name,Ping,Kills,Assists,Deaths,MVP,HSP,Score
moonsfan™,70,24,5,22,4,33,63
kenji,37,24,5,19,5,50,60
「 miku_2.3.9 」,20,21,4,22,2,38,51
BOT X Æ A-12,74,19,4,20,4,36,49
RoaR,21,18,4,20,0,27,45
abhi17,32,20,5,17,4,25,47
link1n,40,18,3,17,0,44,41
nants,49,13,2,16,0,23,37
ANUJ,112,12,4,20,0,41,28
«ŠҪѺƦE ȤEƦѺ 4EѴEƦ™,46,9,2,21,0,44,20
NewBiE,49,27,3,16,6,46,59
Interkiller,48,24,7,16,4,25,55
madara Uchiha,110,21,4,14,3,28,54
Ⓣ⅏Ⓣ⅏Ⓡ⅏,44,13,4,14,2,7,40
DaYDarK,36,5,7,13,0,40,23
abhi17,31,27,7,25,4,40,65
link1n,39,25,5,18,3,20,65
nants,50,22,3,23,2,40,56
🅾🅾🅿🆂╰_╯,26,17,2,24,2,35,40
pEhnol,66,13,7,25,3,38,38
noobmaster69,46,31,3,20,3,35,72
✪Nims™,46,27,4,23,7,44,60
"Nigel ""Numbuh 1"" Uno",53,23,6,19,4,30,60
Akynxx,44,19,8,22,0,15,54
cumpochinki,60,15,6,20,0,53,42
link1n,30,15,0,18,2,56,30
abhi17,37,12,2,18,0,23,29
pEhnol,41,9,1,18,2,55,19
ALZLEM_,0,8,2,18,0,50,18
Spike Bulldog,0,7,2,16,0,28,18
Dredd.-,27,30,5,13,5,43,69
muje mat maro,78,25,3,11,6,30,60
Mal Mutra,84,12,8,13,2,33,42
⇜⇈◢ozyris◣⇊⇝,78,8,7,11,2,50,32
CARA My Rainbow Fanai,105,10,1,13,0,30,27
YAMRAJ,27,32,7,19,6,46,79
Val'rak,41,24,2,19,2,25,51
kalwani,21,13,3,17,3,28,47
WilderX,24,19,2,19,2,26,46
✪︎WHIPLASH✪,48,14,5,23,3,14,37
!AT.-,115,25,4,22,2,50,58
abhi17,29,21,6,17,4,33,57
zeuS,113,19,5,21,0,42,47
pEhnol,39,14,6,21,0,14,43
xpl0s1v3,13,16,4,23,3,62,41
aslam bhai,29,37,4,16,7,43,83
𝖑𝖝𝖑𝖆𝖈,27,30,3,16,3,22,71
philip.,53,21,2,17,5,52,48
Cooper,0,5,3,9,0,20,13
omegagamerajp,0,2,1,9,0,50,5
p3ni5,232,17,8,23,4,41,56
nants,57,20,6,19,3,25,54
abhi17,37,18,8,22,2,11,48
NumPy,0,18,4,24,2,38,41
Achintya_only,48,14,4,19,0,14,36
abhi17,28,26,7,17,4,34,67
R3KT0R  Artworks,16,26,3,19,5,18,62
OMINAUX,26,23,9,24,3,30,59
DNB,34,21,5,21,2,42,50
MIR0K,112,10,1,23,0,50,21
snow,8,25,4,17,6,36,69
road to global (currently LEM),32,28,5,23,5,35,66
CYBERGUN,25,19,4,20,0,76,42
slay__bitch,53,13,3,23,0,30,36
devroX,30,15,1,23,3,53,34
✪ H@nZo ✪,38,27,2,18,4,22,78
Sandy,24,27,9,19,5,25,72
SAM,106,22,8,24,2,31,54
abhi17,24,19,7,24,2,42,52
DarK_Samurai,23,19,1,17,2,26,51
Mukku,58,37,3,20,6,43,90
HellfireX,73,31,5,23,5,35,72
Despair,0,16,2,24,0,23,45
Shikanja,44,11,3,21,2,27,41
Bagira,72,7,7,24,0,28,29
abhi17,16,31,4,15,5,41,70
BLadE,52,26,2,17,4,3,60
LIMITLESS,28,16,4,18,2,31,41
INSPECTOR STEEL,113,16,1,14,2,37,37
swag,94,13,6,13,3,46,36
[W]oLF,40,25,4,18,4,28,63
*ILLUSION <3蓝狼*,76,18,0,20,2,33,43
KimmyGranger,65,17,1,22,2,41,36
Python,88,8,3,20,0,50,26
Autistic Dumpster Baby,134,8,3,23,0,10,21
Darktitan27,20,36,8,21,4,33,81
DNB,44,24,6,21,3,20,64
link1n,31,17,4,17,3,35,47
abhi17,20,18,3,19,2,27,46
pEhnol,40,4,5,19,0,40,19
GeT_ReKT,38,24,3,20,4,41,61
itSAULGOODMAN,31,23,7,19,5,45,54
⚡ 𝕊𝔸𝕊𝕌𝕂𝔼 🔥,20,17,5,21,2,35,45
Shivam_Papa,21,17,3,22,2,29,38
✪ U'R ONLY 1 TAP AWAY!!,54,14,0,18,3,50,29
MAAR DAALA 3.0,67,26,3,21,3,42,60
@WpT!MuS,83,23,5,16,5,39,60
rambo__7,54,20,3,15,2,40,57
✪ titaN,49,23,3,19,4,30,53
Primas19,79,17,6,16,2,35,42
Darktitan27,42,38,3,19,6,39,92
DNB,47,14,1,23,0,42,35
link1n,31,15,3,20,0,43,34
abhi17,30,10,4,24,0,0,26
pEhnol,68,9,4,24,0,22,25
A G E /\/ T,41,21,4,17,2,52,51
manga--,57,16,3,18,2,50,36
Spiderman,104,12,2,20,0,50,30
Puks #SleEpy_hEad,79,10,2,18,0,9,26
Sayo,5,9,3,20,0,22,23
Darktitan27,17,22,11,12,4,45,66
link1n,31,21,1,12,6,38,59
DNB,48,21,3,15,4,28,55
abhi17,21,20,2,16,2,55,47
pEhnol,72,7,3,15,0,0,24
electronic,33,29,1,17,3,26,70
✪ p r a d,62,26,3,20,7,50,63
Frisky!,58,22,4,22,2,45,54
ne0s-,17,21,2,21,3,52,49
trixtun  || CSGOEmpire.com,74,10,1,19,0,50,29
yes i am silver 4,14,25,3,22,5,32,58
Hyper_manz,41,17,9,22,4,41,55
Eivor,27,22,3,20,3,63,48
mzry,88,20,2,21,0,40,47
abhi17,32,14,5,24,2,50,38
Babu Frik,59,22,5,14,6,54,57
Chewie,67,22,3,18,3,40,57
abhi17,39,21,2,8,3,52,48
log!c,61,11,7,11,4,45,37
Maverick,32,14,3,15,0,35,33
Kingficky,49,21,1,18,2,42,44
Panda_Exposed,46,13,5,18,2,23,34
Confiii,33,12,3,19,0,33,32
Argentum,47,10,3,19,0,20,27
LOGON,46,10,2,16,0,10,27
Darktitan27,31,32,1,17,5,43,67
sammy,40,22,3,20,2,31,52
DNB,49,20,6,16,4,50,52
Self Reliance,61,20,5,16,4,35,49
abhi17,36,14,7,19,0,28,36
not pasha biceps,57,28,2,20,4,25,68
✪ZanJan,45,27,2,20,4,33,60
o0o,90,17,6,23,0,52,40
.,53,8,3,25,0,44,19
Turney,45,7,1,20,0,0,19
Urooj Ashfaq <3,6,26,1,20,4,46,55
LeFt^~,5,19,4,20,4,26,46
Speedy :'(,40,17,4,17,0,41,45
Dhaval | csgoempire.com,39,19,5,20,0,31,44
Mute,71,14,2,21,0,64,32
Krisp,43,24,5,18,6,16,59
𝙖𝙡𝙛𝙞𝙚,43,21,4,19,3,47,56
✪𝐗𝐡𝟏𝐛𝐭,52,17,5,18,3,11,52
abhi17,22,18,5,21,3,22,43
Self Reliance,49,18,2,19,0,22,42
Harvey Reginald Specter#noAim,41,26,2,17,3,23,61
Grimm_SEM,68,15,1,16,3,26,46
WoW.HoW,58,16,2,21,0,50,36
Coldzera,92,9,8,19,0,80,30
Joe_HellFire,54,11,3,17,0,63,28
abhi17,36,22,8,16,3,27,61
Darktitan27,47,23,2,19,3,52,55
DNB,50,19,3,15,4,21,53
link1n,41,18,1,14,6,44,52
pEhnol,50,12,2,16,0,16,32
Krisp,35,28,4,16,4,28,69
𝙖𝙡𝙛𝙞𝙚,45,23,2,15,3,26,55
abhi17,27,20,7,13,4,25,50
Self Reliance,52,20,5,12,3,25,49
✪𝐗𝐡𝟏𝐛𝐭,62,12,3,18,2,16,32
MUS7ANG,40,24,4,18,3,37,57
KiLLuMiNaTTi,43,14,7,21,0,35,43
coldsweep,43,14,3,21,0,35,34
Devilpikachu,48,11,7,21,0,18,29
torque,46,11,1,22,2,27,27
𝙖𝙡𝙛𝙞𝙚,42,20,9,21,0,20,51
abhi17,25,19,3,20,2,21,43
Self Reliance,62,18,3,19,2,27,42
Krisp,31,15,4,20,2,46,41
✪𝐗𝐡𝟏𝐛𝐭,62,15,0,18,0,6,31
`iMpacT,55,26,4,18,5,30,63
YKY,38,22,4,14,2,40,62
Antiquityking GG,34,16,5,18,5,18,53
WarFace,63,19,4,18,2,42,42
BuBbLeS_Ka_BhAi,39,15,7,19,2,6,41
abhi17,22,15,5,17,2,26,35
M1ngsinator,34,13,1,13,0,38,33
Blaze,80,15,2,18,2,20,32
OKEY,102,15,2,20,0,46,32
Jean Grey,120,8,2,19,0,62,18
✪kOzaN✪,22,21,1,11,5,31,55
pr0py,36,15,4,15,0,73,44
JW,29,18,4,13,3,61,43
🅂🄷🄴🄻🄱🅈,80,16,7,12,4,43,42
Satoru,43,16,1,16,3,56,41
kOrdy,27,30,6,13,8,46,69
GaGsy #30FPS,13,19,1,12,2,52,50
HunTeR!,24,15,8,16,0,46,40
Heman0010,39,17,2,17,3,33,39
abhi17,22,16,6,16,2,37,39
NAGA NAGA,27,17,1,18,0,50,42
Chungus ranger,26,18,2,20,4,47,40
Valac,27,16,3,19,2,31,39
★༺SER1AL K1LL3R༻★,7,10,6,23,0,30,32
Veerappan,8,12,4,22,0,50,28
Natsu Senpai,15,26,1,18,4,50,62
karma,22,20,4,23,5,20,55
sudo rm -rf /,25,14,3,18,2,64,33
Carb0nHor$e,39,13,4,21,0,30,31
R A G N A R O K,28,8,9,24,0,22,27
]—['''I'''I'''I'''I''']>——,44,35,1,16,6,34,75
link1n,31,22,0,15,2,22,55
abhi17,22,23,6,19,3,21,53
Polar Bhalu,37,15,3,14,4,13,44
pEhnol,39,8,6,18,0,12,27
dev1ce,0,21,3,19,4,52,49
Anonymous,76,21,0,19,2,47,42
Tauji,39,16,2,20,0,43,37
✪ eskay,12,13,0,21,0,64,26
xCarterSladex,15,3,2,20,0,66,12
Darktitan27,31,40,1,14,9,57,92
DNB,44,21,3,14,3,33,53
abhi17,30,16,3,17,2,50,39
link1n,31,12,3,15,2,41,31
pEhnol,47,9,4,15,0,22,23
DNB,47,37,2,17,7,35,88
Darktitan27,36,19,4,23,3,47,47
abhi17,40,18,4,20,4,33,44
shay,46,20,0,20,0,55,42
link1n,46,12,5,22,0,33,36
✪ Shloakzyツ,46,31,4,20,8,45,86
m@ttr!X,36,25,6,20,4,40,59
RadBrax,6,18,0,21,0,33,39
no beef gg2,44,15,3,22,0,26,38
Acid,73,13,3,22,0,46,36
abhi17,25,18,5,18,4,22,46
Krisp,42,18,3,21,0,27,42
Self Reliance,61,10,5,17,0,30,33
RandoM,50,14,1,20,2,28,30
trixtun  || CSGOEmpire.com,73,11,2,18,2,63,24
$kr!113xX,7,25,10,13,4,28,63
!N$tAnT K@rM@,10,24,6,14,5,41,61
K®@T0$,10,20,4,17,3,30,46
}-{um@n !ceBerG farmskins.com,6,13,6,13,3,21,41
Launchpad,5,11,3,15,0,9,29
Self Reliance,53,24,3,20,3,45,63
Krisp,38,20,3,22,5,30,52
link1n,31,22,4,21,2,22,51
abhi17,30,15,6,22,4,40,50
pEhnol,49,14,2,22,0,28,37
乡 RAPTOR 25 ︻芫═──,12,31,1,18,6,32,78
Nullify,5,25,1,15,4,40,65
☣O̶ U̶ T̶ C̶ A̶ S̶ T☣,7,25,2,17,2,28,59
KingZZ,20,16,0,22,4,56,40
⭕⃤  WAY_2_MR._.PERFECT,81,10,7,23,0,50,32
Emily,19,36,6,20,8,44,90
DzGOD,17,32,5,21,4,36,74
Norma☂,62,16,5,26,0,37,38
JoYSticK-.-,146,13,4,25,2,23,31
Genos,0,10,4,16,0,15,24
p3ni5,247,29,3,24,3,27,67
abhi17,23,26,8,24,5,7,63
link1n,31,28,2,18,0,25,62
Self Reliance,56,20,6,21,4,35,55
pEhnol,37,8,6,24,0,25,22
Ra`s al Ghul,0,32,7,20,6,24,77
t.oikawa,23,24,2,20,2,50,51
|n$!G#t__,92,20,1,19,2,47,47
funkMonster,69,15,5,25,2,26,43
mesiar.,101,11,6,22,0,45,35
DNB,37,25,5,21,3,36,67
sammy,30,26,4,17,3,26,63
Darktitan27,19,28,2,21,6,28,62
Self Reliance,44,12,9,19,3,25,45
abhi17,22,15,6,26,0,40,37
Darktitan27,27,34,1,14,7,41,71
sammy,31,26,3,11,3,15,58
DNB,41,19,2,14,4,36,42
abhi17,17,8,11,17,0,25,28
Noobi3,32,8,4,16,0,50,25
BronZe™,25,18,2,21,4,11,38
✪ xD,31,17,0,17,2,52,35
POSEIDON,38,15,1,21,2,66,35
Santa Claus,5,5,2,21,0,20,14
Pegasus,0,6,1,13,0,50,13
Mynutzero,72,36,4,12,6,27,79
Sl33p,5,29,5,19,3,27,63
MELVIN >.<,62,17,7,19,3,23,41
Cigarettes After Sex,44,12,5,15,3,83,33
GaMerOnDuTy612,39,10,2,17,0,20,27
Darktitan27,46,19,2,22,3,78,46
DNB,52,20,2,19,3,33,44
abhi17,41,17,4,20,2,29,40
Noobi3,47,14,7,22,0,21,35
sammy,47,11,4,22,0,18,28
abhi17,16,21,13,14,5,23,57
✪𝐗𝐡𝟏𝐛𝐭,56,16,9,17,3,31,50
Self Reliance,44,21,2,10,4,19,48
Krisp,31,16,7,12,2,18,45
𝙖𝙡𝙛𝙞𝙚,31,11,4,11,2,0,30
Peter Griffen,33,20,3,18,0,20,46
Nathuram ghodse,28,17,2,18,3,52,42
HELLO,0,10,2,16,0,50,29
S1MplY DJ,0,7,1,9,0,28,20
Vladimir Putin,61,5,2,17,0,33,16
abhi17,21,30,6,19,7,6,71
𝙖𝙡𝙛𝙞𝙚,33,18,7,13,2,33,50
Self Reliance,45,20,1,15,3,25,45
✪𝐗𝐡𝟏𝐛𝐭,63,17,5,18,0,29,42
Krisp,31,17,2,14,3,41,39
Alex,28,15,5,21,0,80,44
★ ArmaanS #Lockdown cs.money,32,19,2,20,0,15,43
pussy destroyer,25,14,3,20,4,50,40
$t0rMy,67,16,5,21,2,37,39
CeresForYou,64,14,4,19,0,21,37
beerussama,9,33,4,17,5,45,78
сука блять,5,28,2,26,3,25,66
😝😝😝,9,19,8,23,4,36,50
| DΛППY ЯΛKΣ |⭕⃤,37,19,3,24,2,40,45
Cipher-X,25,9,4,24,0,33,26
Alcatraz,25,27,6,23,2,59,63
DNB,34,24,5,21,3,33,58
abhi17,20,24,0,21,5,28,56
Darktitan27,23,21,5,26,3,57,53
pEhnol,34,16,4,19,3,37,43
DNB,36,31,1,11,5,19,65
DαNƙ_Nob!ta :),40,23,1,17,4,47,58
abhi17,21,20,7,15,3,15,54
link1n,31,17,8,15,2,47,46
pEhnol,37,11,8,18,2,18,36
_wicKed_•,31,25,1,17,2,28,59
Bern - X -,31,18,4,21,3,22,53
WeezyF,59,16,4,21,2,68,39
ASTAAD,52,11,3,22,0,54,28
Fullmetal _Sid,51,6,2,21,0,33,22
DNB,31,35,6,13,5,31,80
Gwaron,91,17,6,14,5,38,40
abhi17,23,17,2,14,2,41,40
pEhnol,41,16,3,10,3,37,39
link1n,31,12,4,15,0,16,28
sutta,33,15,5,20,0,62,42
kushd1ego7,32,14,3,21,0,28,33
0nLy1bAnaNa,204,12,4,19,0,58,32
X Æ A-12,12,11,2,20,2,41,30
WhiteFang,14,11,2,20,2,45,24
Papa Bale,44,23,5,12,3,34,52
Fade!!,32,21,6,15,7,38,51
SKULLCRUSHER,40,18,0,7,4,38,37
nj,76,15,1,10,2,13,36
deXter,66,11,4,9,0,25,29
abhi17,18,15,3,17,3,33,38
link1n,30,12,2,18,0,16,26
DNB,32,8,3,18,0,25,21
pEhnol,36,6,2,17,0,16,16
♛ RoGuE ♛,0,7,0,13,0,75,14
My Friend,12,22,3,17,5,31,66
✪fr0ze tradeit.gg,10,31,2,20,5,48,65
Marmik Emp37,6,17,3,17,3,27,44
✪ Rambo ✪,5,14,5,18,0,33,41
EMINEM,8,15,4,19,2,20,38
Darktitan27,20,32,3,17,5,37,72
DNB,31,20,9,23,2,45,57
abhi17,25,19,5,22,4,30,45
nants,29,8,0,20,0,25,25
pEhnol,64,8,5,20,0,22,24
Darktitan27,34,32,9,13,4,62,74
DNB,44,29,6,8,6,31,66
abhi17,29,18,5,14,4,27,42
nants,31,8,8,11,0,37,30
pEhnol,42,4,4,12,0,0,20
✪Nifty,74,23,2,16,0,69,52
spreadluv3110,36,13,1,19,0,38,27
Stewie2k,51,9,3,19,0,44,25
HexX,47,7,2,18,2,28,22
Deathic,0,1,0,4,0,100,2
F4tB0iDr4g0nMAst3R69,31,21,4,21,5,28,57
teri maa ka fufa,26,25,2,20,4,48,55
Ki,12,22,3,22,2,50,50
samosa is <3,82,11,4,24,0,27,32
𝖋𝖆𝖒𝖊𝖝𝖝𝖝 𝖘𝖈𝖗!𝖕𝖙3𝖗,92,14,0,17,2,64,30
PISSAJCSH,22,8,4,23,0,25,20
Darktitan27,15,43,6,13,9,53,99
DNB,34,26,4,19,0,23,60
abhi17,24,16,3,15,4,50,43
sammy,31,16,0,16,2,25,36
Self Reliance,46,7,1,19,0,37,15
abra ka dabra,30,30,2,20,3,36,80
Shrood,27,28,5,22,4,46,67
mtra,93,20,8,21,3,50,50
pongebob,57,15,0,23,2,31,32
✪DR GUALA☠,0,11,2,23,0,27,25
Darktitan27,15,29,8,21,5,48,67
abhi17,20,22,6,23,3,45,60
sammy,32,21,3,19,4,28,51
DNB,36,20,6,23,3,10,50
Self Reliance,44,17,3,19,0,41,44
Savyoo,18,28,5,18,5,57,68
smol bakri,31,23,3,12,3,43,60
GuruJi,26,25,5,17,5,40,57
IronGod,25,15,6,15,3,53,36
Go Go Go Goooookkkkuuuuu!!!,26,9,2,14,0,50,25
dev1ceZ-,87,25,0,17,4,20,57
✪ pi✘i2k #clutchmeister,59,24,1,20,5,37,53
DNB,34,14,0,21,0,21,36
abhi17,28,6,5,20,0,33,22
ᴘ5ʏᴄʜᴏ,62,6,2,23,0,33,14
RAWWWWWW,46,28,3,21,7,27,80
.::XT::SoloMode::.,19,26,5,20,0,42,65
SnakeEyesX21,16,23,10,22,6,39,59
Jay-Zee^,31,20,5,21,0,40,49
Ph0eNiX,49,14,4,19,0,21,38
GatsB,35,27,7,20,4,40,78
DNB,54,22,6,21,2,18,51
abhi17,50,17,7,21,2,35,51
Pєgα #PLAYING AFTER LONG TIME,44,20,2,23,3,65,46
♥PK♥,25,17,3,25,2,52,41
THUG,26,30,3,18,7,63,65
Bayonet in 3 days <3,46,28,1,18,0,32,63
abhi17,24,21,8,17,2,52,56
Lunar,44,22,6,22,2,27,50
Lemontea | ζ,17,18,7,19,4,38,49
Baba .B -| #HaryanaRoadways,30,26,3,26,4,46,59
Lockdown 3.0,40,17,2,20,4,23,52
getElementByName(DOGG);,49,19,8,26,2,68,46
Rush!!!,34,16,2,26,0,23,34
Crowly,28,15,3,22,3,33,34
Psychowow Pvpro.com,54,4,3,19,0,50,11
✘Captain 0n YT✘ cs.money,45,28,6,16,4,48,71
Halo - Master Chief,5,17,9,21,3,41,52
'-',55,20,3,15,5,45,51
Bhuvaaaan,31,19,7,19,2,35,49
BlackBurn,59,17,5,17,2,52,45
Vz,53,27,0,18,2,18,58
abhi17,30,22,1,22,3,45,46
ViPeR,54,16,3,23,3,31,37
Sachin,53,10,9,23,0,40,33
@MOBA,0,-1,0,2,0,0,0
THORKELL - Best Girl,31,27,5,19,5,37,64
@DM!N,49,23,4,23,2,30,63
WhiteCrow,0,25,1,20,3,44,60
Chai.on.rocks.lko,32,17,2,26,0,29,38
XD,0,14,6,21,2,28,38
Pall,68,31,6,22,7,59,71
astrx ♆,72,23,4,22,0,17,58
abhi17,25,21,4,21,2,33,53
Voltric,19,16,3,17,3,56,51
Riisuphar,29,18,4,24,3,50,46
Timmy Turner,41,34,6,19,4,44,84
trajec,35,18,6,21,3,33,50
DOMINATOR,40,19,6,21,3,21,46
SECKSMAN,36,15,3,23,0,33,36
Titanhood,40,11,2,23,0,45,29
Self Reliance,45,29,7,18,6,16,77
JsCode,55,28,6,17,4,28,73
abhi17,16,17,9,22,3,29,50
Krisp,31,18,1,21,0,50,42
Edshot,46,13,6,21,3,64,38
Darktitan27,16,33,7,13,7,60,75
DNB,48,22,4,11,4,22,50
sammy,31,16,2,13,0,50,44
abhi17,22,18,3,14,3,31,41
sn0w,30,10,5,15,0,10,27
Timmy Turner,35,20,2,18,3,57,45
trajec,36,12,1,22,0,25,31
DOMINATOR,31,13,2,21,2,30,28
Titanhood,56,9,4,18,0,33,26
SECKSMAN,36,10,2,21,0,30,23
DNB,49,25,0,7,7,28,52
Darktitan27,21,22,1,10,3,59,45
sammy,31,17,3,10,2,35,40
sn0w,30,15,5,13,3,33,37
abhi17,24,8,5,7,0,12,21
#gaitonde,110,20,3,18,3,50,48
BOT/GOD alu,66,9,2,18,0,33,23
Agent 47,63,9,3,17,0,33,21
S K O R E,50,6,4,19,0,83,18
SAMOSA,35,6,3,17,0,0,16
sn0w,47,30,2,5,6,30,65
Darktitan27,35,21,1,5,3,38,43
DNB,56,15,1,4,3,6,31
abhi17,41,10,2,9,2,30,22
sammy,56,8,1,11,2,25,20
Angklungist,59,13,2,16,0,30,28
 ✪NⓄ_R3ⓈpEcT ,105,10,0,17,0,60,20
Cableman,47,7,1,17,0,14,15
acinyeah,49,3,0,17,0,0,6
Bunny😎,65,1,1,17,0,0,3
sn0w,47,24,4,12,3,20,55
DNB,58,22,5,13,5,18,52
sammy,47,16,5,14,2,47,45
abhi17,35,15,3,11,3,20,44
link1n,47,16,4,14,3,50,39
anish,25,17,3,19,3,52,38
RamboFURY,53,13,2,18,0,38,35
Mr. AWESOME,41,11,5,18,2,27,35
✖™ LesmerMate✟,63,11,2,19,0,18,33
ShettyDon99 #roadtosilver1,58,11,3,20,0,36,27
DNB,44,24,2,6,5,4,50
sn0w,31,21,4,9,6,33,46
sammy,32,16,4,11,2,12,36
abhi17,32,14,4,6,3,35,36
link1n,27,6,5,8,0,50,18
Pervy Sage,106,12,2,17,0,58,26
WeasolCS,67,10,1,17,0,20,21
[ ],83,8,1,16,0,33,17
SENPAI IS A BOOMER !,0,5,1,8,0,60,15
CSGO.NET*NEO-CHRIS,92,2,0,17,0,33,4
sn0w,31,38,8,20,6,34,96
DNB,44,23,7,19,3,21,63
abhi17,33,22,5,17,2,36,59
sammy,31,19,6,26,0,57,50
link1n,28,16,1,24,4,18,35
I love Arc Warden,6,29,3,20,4,31,76
Harr1s -iwnl-,16,30,7,26,4,43,71
Avi.,61,24,4,25,4,37,63
14k,77,21,4,26,2,14,48
BAAAAAAAAAP,5,0,2,21,0,50,9
GIN♫,43,29,1,20,3,44,69
Daryon,31,26,3,23,5,26,58
Aryan,13,19,5,23,4,47,51
DeadSkull,0,20,3,24,0,35,46
乡Meld1c,31,15,3,24,0,40,38
Darktitan27,31,39,5,19,7,41,95
DNB,37,26,4,19,3,50,58
abhi17,39,20,3,22,3,40,57
sn0w,26,17,6,24,3,23,48
Tym,92,12,4,25,0,50,30
Bon Car,67,34,8,14,7,64,85
abhi17,26,20,5,20,5,40,53
Dante_Believe_That,56,18,3,18,4,55,44
jigilix,0,3,0,5,0,40,6
stone that the builder refused,0,-2,0,2,0,0,0
Zywoo <3 Maviee,47,24,10,21,0,41,70
⭕⃤ suyash,22,21,3,20,5,14,47
JIHADI_JESUS,22,17,7,22,0,35,47
✯SAD BOOBIEE☠🔥,24,15,4,21,3,26,42
|| EZ || Divinely Uninspired,27,8,7,24,0,12,30
abhi17,22,25,3,17,2,40,55
OmkarrrrRRRR^^^^,5,15,4,19,3,13,39
November AJAX,31,11,4,21,0,36,33
लंड,5,12,5,19,0,66,32
DEDOSHKA,31,10,6,20,0,20,27
Tony Is Legit,28,30,4,11,7,63,78
Hades| csgoatse.com,23,17,3,12,0,17,53
Prison Mike,46,19,6,15,3,42,46
2V,31,17,4,18,4,29,40
RaMbo,47,13,3,17,0,61,29
OutcAst,8,20,8,12,3,45,51
Bunny.w0w~!,10,20,3,9,6,35,45
SherlockParadox | Alt,39,21,2,11,4,42,44
Endless,3,11,2,4,0,36,26
kAOS,6,9,2,9,3,22,25
abhi17,29,13,1,16,0,15,29
DNB,36,12,2,16,0,33,26
Noobi3,31,7,4,16,0,28,20
sn0w,0,7,2,17,0,28,18
sammy,31,6,2,16,0,16,14
sn0w,33,23,13,19,5,60,66
sammy,31,28,4,16,2,42,63
DNB,38,20,4,16,4,35,50
Noobi3,30,18,7,20,3,16,50
abhi17,27,16,4,17,2,25,44
✪ 𝙈𝙎,11,21,3,19,3,42,58
AT0702,12,21,4,22,4,33,56
•E1ectro•,6,22,5,22,3,50,53
skullshaker,50,11,4,22,0,18,30
Kam!sama,0,1,0,3,0,100,2
DNB,44,31,1,9,6,12,72
sn0w,32,23,2,10,3,30,52
sammy,31,19,3,12,3,47,49
Nasty Pfirsich,38,17,2,11,4,41,37
abhi17,40,11,4,14,0,36,26
Chatty,21,16,2,20,2,31,43
i'm nt a cyborg n its nt ok,12,8,4,19,2,50,33
Braxton Pierce,15,13,1,22,0,46,30
VASOOLI BHAI,10,10,1,20,0,20,24
Evankhell,46,9,4,20,0,55,24
abhi17,40,31,2,18,5,25,65
Brax,29,22,5,17,3,50,54
KhoonKardunga,41,19,4,20,0,36,51
the Punisher,68,18,2,19,4,66,50
KhoonKardu,132,13,6,17,3,38,42
`spells.fTw^,52,29,1,20,6,48,66
Agni,119,28,5,21,2,64,66
NikhilOP,84,13,2,20,0,28,35
Dom,60,14,4,24,0,21,34
<<m[A]dDy_pB>>™ NEWBIE,62,6,1,19,2,50,27
Ronin,33,20,1,10,5,15,43
ySoEz4Dr@gun?,49,15,3,10,2,50,43
AiM,28,16,2,11,4,18,39
Bunny,31,15,2,10,2,40,34
DikDik,31,10,3,11,3,41,32
abhi17,37,15,3,16,3,40,37
Sab0tage,40,8,3,16,0,25,26
schw1fty,35,10,1,17,0,20,21
(Vortex),81,9,2,18,0,10,20
Spartan,37,6,1,15,0,50,15
HA5H,17,47,1,10,9,36,115
Turtul,57,16,7,22,3,70,40
Kakashi of the Sharingan,63,13,3,19,2,23,35
Tour1st,46,9,3,22,0,88,26
ヽ(ヅ)ノⒻ℟ⒺɄ𝕂♥(,0,7,2,9,0,77,17
User 4589247,46,30,5,21,3,60,68
xxKaranxx005,0,22,3,21,5,59,58
||||| Noisy |||||,31,18,1,20,0,27,39
abhi17,38,13,3,21,0,46,34
(: i don't die :),95,6,2,18,3,33,33
abhi17,55,16,1,16,2,27,39
link1n,30,17,0,17,0,23,38
xX-Matriox-Xx,45,11,5,19,0,54,28
NOOB_AF aka MARQUEZ,0,7,2,13,0,42,16
pEhnol,44,6,3,21,0,33,15
Rukawa_DD,43,27,3,12,7,29,62
VBS,36,20,2,13,2,50,62
Sector,247,18,4,13,3,77,47
MerCuR1aL,62,14,3,9,2,35,38
TheMoothMarwa,46,12,4,16,2,33,29
Mr.BOB,82,23,0,17,3,21,50
Logan,54,19,2,17,0,21,42
abhi17,0,17,4,21,3,17,39
pEhnol,47,10,1,21,2,60,29
link1n,47,8,5,20,0,25,21
umusuki,31,38,5,12,11,44,91
banda#cod,38,19,7,16,2,36,55
Dr.Dang,42,20,8,16,0,35,52
Lychee Heartfilia,39,11,0,13,0,18,32
Roku,27,8,4,20,0,62,20
SD,16,22,7,16,2,50,55
$$𝕁𝕠𝕂𝔼𝕣$$,93,20,1,10,5,65,45
✪ SD,69,18,4,14,4,72,43
✪ g0d!,34,18,3,15,4,57,42
✪ CrazyGōD-  ヾ(● ۾ ☉)ノ,47,12,2,12,0,25,34
Darktitan27,46,20,1,18,5,75,43
sn0w,56,17,4,20,0,76,43
link1n,47,12,2,17,0,33,31
DNB,60,11,2,17,0,27,26
abhi17,46,6,1,19,0,33,19
RiffMaster_101,26,21,2,16,0,47,47
abhi17,25,16,5,19,3,50,42
TARGET,34,12,1,21,0,16,26
mayood,20,9,0,19,0,33,22
#LordSpinneR(RoaDToGobarElite),42,7,3,18,0,57,20
☪كهلان,46,33,4,10,5,48,71
