Player Name,Ping,Kills,Assists,Deaths,MVP,HSP,Score
b3nd3r,47,20,4,13,5,31,63
☣ 𝕋𝑟𝗂𝔅𝓾𝓼𝓣 ☣,11,23,2,15,0,17,52
DaNooBro,58,19,6,15,4,26,47
DEAN,83,20,1,17,3,19,46
reedkihaddi,61,15,2,12,3,46,37
Gunhawks,30,17,3,20,3,52,51
DEXTER,31,19,3,19,0,31,48
Tej@s,25,13,3,19,2,15,34
Dangerin,67,12,3,21,2,58,28
Sick,18,8,3,21,0,12,24
✹իḁÐƦǾȠ✹,34,26,3,18,6,30,71
kos ame dota,87,22,4,13,3,31,58
MANIAC,23,23,6,19,2,34,53
Jarvis2k (SaladMayo),32,17,4,18,4,29,42
VoidWalker,95,13,5,15,0,35,33
DaNooBro,33,27,5,20,3,37,69
reedkihaddi,50,17,5,21,0,41,50
sn0w,33,19,3,21,3,15,45
p3ni5,29,13,5,23,2,46,40
abhi17,32,8,3,20,0,25,25
RΣACHΣR,63,40,5,19,5,40,94
S Y N D ! C A T E,55,21,8,23,4,42,52
KIRA,10,12,4,23,0,33,33
Winter 'BHAU' Soldier,0,13,3,9,4,38,31
GunHawK,57,7,2,26,0,28,24
DaNooBro,31,30,6,18,4,33,72
p3ni5,27,27,11,23,3,25,70
sn0w,39,19,2,18,3,26,53
reedkihaddi,41,21,5,20,3,33,49
b3nd3r,32,13,3,23,2,35,33
✪ skri11-iwnl-,42,30,5,22,5,40,65
DaNooBro,87,23,6,19,4,16,64
sn0w,40,20,4,19,4,25,55
reedkihaddi,39,20,4,20,2,40,49
p3ni5,86,14,3,21,0,40,34
RΣACHΣR,20,27,5,22,3,59,64
S Y N D ! C A T E,59,27,3,21,0,18,58
No-One,54,19,5,21,6,40,52
GunHawK,58,14,3,24,2,57,41
PaX,32,12,2,22,2,50,31
VAC Banned,71,23,4,19,5,34,54
Kanra,76,15,3,16,2,31,44
Bad Tripe,0,12,3,19,0,8,28
skip. ,91,11,5,23,0,33,28
Gabe,62,9,3,20,0,20,23
Born_K,43,28,4,13,7,48,68
p3ni5,53,20,3,14,5,25,64
reedkihaddi,69,19,4,18,2,52,46
sn0w,64,18,1,15,0,22,46
DaNooBro,57,13,0,18,0,15,31
Cynical~Doctor,12,17,2,16,2,29,40
God,31,16,4,19,2,25,40
inSight,58,18,0,17,2,10,36
tan☠☣,31,16,4,23,2,31,36
vian (slomo),0,-1,0,5,0,100,0
DaNooBro,58,29,8,15,5,34,69
✪ AK,12,20,6,15,2,25,52
reedkihaddi,56,19,2,15,3,15,44
bRotHEr dOnt bE gaNdU pLS,9,14,6,18,4,7,41
Meow,0,8,1,7,2,11,21
ADJOINER,33,23,3,10,4,43,56
cαтαlyѕт,31,21,3,8,4,23,51
DaNooBro,29,17,5,10,4,70,42
Simp,80,17,3,9,2,23,41
reedkihaddi,39,13,5,12,2,30,37
NightlyRaven,0,15,1,19,3,46,47
NextGen Troopers | YouTube,18,11,6,19,0,54,31
✪,70,10,0,18,0,58,22
AnaS(@_@),284,4,2,18,0,40,11
GoD,0,-1,0,6,0,0,0
LOGICKILL,12,28,9,21,5,35,74
CAPTAIN23001,6,29,7,20,6,20,66
⫍ ⃢ ⫎ ✪Papa彡★,74,22,4,24,2,31,50
SIDED cs.money,65,17,2,19,3,5,48
Jay_Savekeys,28,11,4,23,0,27,29
DaNooBro,34,28,7,22,0,28,73
shay,19,27,2,19,5,55,58
Toshi,40,19,6,22,4,31,44
p3ni5,30,18,3,22,3,38,41
reedkihaddi,38,14,2,23,0,33,38
shay,30,26,0,2,8,38,52
Toshi,38,9,3,7,0,44,23
reedkihaddi,40,7,6,5,0,14,20
DaNooBro,74,8,3,5,0,50,19
p3ni5,72,3,0,6,0,0,6
✪ Stark (鲜明),8,12,1,11,0,8,28
Biome,62,7,2,10,0,14,16
RDx7 CSGOEmpire.com,34,2,0,10,0,0,4
nVo!d,31,1,0,11,0,0,2
bella ciao,0,0,0,4,0,0,0
Saitama,92,26,5,14,4,23,68
✪ĐΔŘҜŞƗĐ€Ř,153,22,2,17,2,31,46
aqr8-,0,19,3,13,3,52,45
Thor,50,17,3,18,4,35,40
WreckEr,78,12,5,17,3,41,34
reedkihaddi,39,26,4,18,3,50,65
DaNooBro,35,21,6,18,3,42,56
Rakan,31,14,5,20,0,35,38
b3nd3r,34,10,5,21,0,30,29
B!$H _|_,41,9,4,21,0,20,25
✪ Wei,46,23,6,15,5,30,69
Swaay,62,25,4,22,3,32,57
Arnold,41,25,2,22,4,20,54
reedkihaddi,56,19,4,21,3,42,51
Rexanne,61,19,7,22,0,57,45
FarDu,55,32,3,22,2,34,67
Mortyyy,66,26,8,22,6,42,64
FaZe I Mistery,40,17,4,22,2,23,45
Fo-ZHa,60,19,3,20,0,5,44
Sir Montgomery,58,8,8,25,2,25,28
reedkihaddi,38,30,2,17,3,26,66
Noobi3,29,15,8,21,0,46,38
sn0w,35,15,1,19,0,26,34
Prince_of_Hell,13,11,7,23,2,27,34
DaNooBro,30,12,0,19,3,50,31
|IREDI|,91,24,3,16,5,41,59
Stonks :(,8,21,2,12,2,13,51
Joey,56,19,5,17,3,31,51
BOT RandiKaBaccha,61,17,4,21,2,35,43
Nezuko,82,16,2,19,4,29,38
idc mode focus,46,34,1,21,4,25,92
S@mael,58,19,5,23,3,21,63
BOT RandiKaBaccha,85,20,7,27,3,47,51
TOP 1 GLOBAL FRANCO,45,16,8,24,3,27,46
Stonks :(,34,15,4,25,2,33,36
DaNooBro,47,32,5,23,6,31,73
Hmmm,53,26,8,25,2,37,71
sn0w,48,19,4,21,3,19,55
reedkihaddi,43,18,5,20,0,38,44
Noobi3,43,16,2,24,3,50,43
Froosti,20,37,3,21,8,45,84
Ajaz Khan Ka Baap Pramod Dubey,28,19,7,20,2,42,60
Ek minute,38,20,3,24,2,35,45
Sandy,32,20,1,23,0,20,44
STALIN,27,7,5,22,2,37,23
reedkihaddi,39,23,4,20,4,30,66
GaRRiS0N,32,27,5,21,3,44,65
Murdock,53,23,2,20,5,56,54
DaNooBro,84,23,5,22,2,39,53
flower_oodi,35,13,5,21,2,38,36
ABILKOTH,95,27,4,19,7,44,64
Roronoa Zoro,11,20,5,21,2,65,54
Kyoto,119,20,4,19,2,10,51
tu9GsteN cs.money,99,18,6,18,3,31,49
The Bastard,59,14,5,16,2,50,40
Doge,63,21,4,14,4,33,70
reedkihaddi,58,27,2,24,4,25,57
!,72,18,2,22,3,26,44
Tuliman,75,16,1,20,0,50,41
Ellygant,65,11,4,23,0,54,30
GloriousHercules,95,30,4,18,4,30,81
spider,39,25,7,19,4,36,60
Bully-iwnl,5,20,4,19,4,38,44
Jᴇʀʀʏ ツ,70,14,6,19,0,28,44
Caliax,35,15,5,19,4,25,38
sn0w,74,24,0,20,3,33,55
reedkihaddi,55,18,7,22,3,50,51
DaNooBro,49,18,8,21,3,27,47
abhi17,46,17,3,20,0,41,45
p3ni5,0,15,4,23,2,33,40
sparkycool,41,19,5,8,4,21,56
reedkihaddi,54,21,3,9,4,28,48
b3nd3r,56,18,3,17,3,55,41
sn0w,50,17,2,13,3,21,37
BOT Shaun,40,8,3,13,2,12,21
ganjeri GaMeRanGeR,62,19,0,19,0,31,48
♡Elsa♡,40,13,2,16,2,35,35
BABY,62,13,4,19,0,53,30
8TiVE,48,11,2,15,2,36,28
Dev1ce,26,1,2,17,0,100,4
Poo永远,62,17,6,19,2,29,45
SpAdE,29,16,2,21,4,50,36
PopperFLaSh96 (Zeus God),99,15,3,22,0,13,33
kennyAss,43,13,3,22,0,30,29
PERSIJA,0,-2,0,3,0,0,0
reedkihaddi,56,25,4,15,5,44,65
McKenzie,95,26,8,18,5,30,64
sn0w,53,19,6,18,2,30,51
IDC,64,17,5,15,3,47,45
Jack Sparrow,60,16,4,14,0,43,39
p3ni5,56,25,5,15,5,32,62
reedkihaddi,38,23,4,13,4,47,62
sn0w,46,22,4,18,2,34,60
DaNooBro,59,19,3,11,3,42,45
Schmosbyy,32,18,2,17,2,11,42
Flint,44,25,1,21,4,36,58
• » тσ[[м]]мｿ╰» xP,46,21,1,22,3,45,53
Jhon_Carlo,45,16,4,20,0,31,44
RAFA,48,4,4,23,0,75,20
✪ÂŘćãŇ[NOOB],56,7,5,23,0,28,19
sn0w,48,18,2,18,0,50,40
reedkihaddi,55,14,3,18,0,21,34
Tinky-Winky,71,11,3,19,2,45,27
Snowbell,70,8,4,21,0,25,24
dave grohl,55,7,3,20,2,14,23
Neko Neko Neko Neee,73,26,1,9,3,30,64
¡♥K__`Slives 채영,50,25,6,13,5,32,56
asep diamond,54,19,11,13,5,36,54
G@bru ch@ch@,34,14,1,10,2,28,51
Shox,73,12,5,13,0,50,37
✹իḁÐƦǾȠ✹,31,33,9,23,5,45,84
igotdemons,60,21,7,25,0,23,57
Eddy,64,17,4,20,5,11,56
LEVI,8,22,2,22,3,31,51
hihi,91,11,5,24,0,50,29
sn0w,53,29,7,22,5,31,75
broooo,24,25,7,18,5,24,62
reedkihaddi,122,21,6,22,3,23,59
b3nd3r,34,18,9,25,0,11,54
force,109,19,6,22,2,42,52
deXtr,39,31,3,17,4,32,71
Led Zeppelin,77,20,10,19,5,20,61
✪ Phoenix,110,22,3,17,2,54,51
KP the hero! :D,54,16,3,17,4,18,41
AKH047,97,14,6,20,0,42,37
nangu pangu,85,19,3,20,2,26,51
reedkihaddi,74,20,5,20,3,35,48
XxMHNxX,47,19,4,21,4,15,46
BYE BYE _.TEE,48,16,4,21,0,43,44
XcCuraTe_FtW,43,16,4,21,0,37,38
reedkihaddi,74,24,2,12,5,50,56
sn0w,56,20,3,10,4,35,52
KP the hero! :D,47,21,0,11,3,28,47
☜☆|AsH|☆☞,31,18,2,15,4,27,42
Led Zeppelin,74,9,3,12,0,20,25
LeArNiNg......!!!,63,13,3,17,0,69,39
oneshot,81,14,2,19,3,33,33
Nagrage,6,12,3,20,3,50,29
Garchomp,12,9,3,19,0,11,26
Artorias,31,9,3,19,0,40,24
AatmNirbhar storm,45,25,2,23,4,44,55
AtmaNirbhar Owl,34,17,6,20,2,33,54
Inspr0n,76,20,7,21,3,25,52
Mr.VoDkA,28,17,5,24,0,35,45
k1te ◥► ◄◤,28,16,3,24,3,43,39
p3ni5,31,30,4,17,4,41,78
sn0w,32,23,8,23,6,34,68
reedkihaddi,46,19,4,16,5,25,60
BeyondAnyOther,43,22,3,23,0,40,50
DaNooBro,0,4,0,12,0,50,8
D3xt3R,30,24,4,21,5,25,59
SOUL,31,25,2,20,3,48,55
Nitzy,7,16,6,19,0,37,42
Mr.Hell,68,17,4,22,2,52,40
BeyondAnyOther,43,11,7,22,0,18,33
sn0w,38,34,6,18,7,41,84
DaNooBro,32,30,1,17,5,20,62
p3ni5,30,13,6,19,0,15,40
Noobi3,25,17,3,19,3,52,37
reedkihaddi,41,10,2,20,0,50,28
^_- BoG^tYr [r!P AiM]*,23,29,6,13,6,48,70
Smokey,31,20,4,16,5,50,50
Danifer,98,18,5,15,2,50,43
electronic,87,17,1,14,0,17,38
king,43,16,4,19,2,31,36
p3ni5,45,19,4,22,4,36,46
DaNooBro,46,19,2,19,2,10,42
reedkihaddi,37,16,3,19,0,50,37
Noobi3,30,12,2,19,3,25,32
sn0w,35,11,5,21,0,27,30
!! Taichi !!,5,30,6,19,8,30,85
R3v0LuT!0n,32,32,2,19,2,37,77
twitch.tv/redbandityt,6,21,6,23,3,42,54
.:TARA[N]TULA:.,30,17,3,23,0,41,40
sabKa KATEGA,99,8,12,23,2,50,37
DaNooBro,32,37,0,16,8,21,81
sn0w,35,22,4,22,5,22,71
p3ni5,33,19,5,25,0,26,45
Noobi3,40,15,5,23,0,33,42
reedkihaddi,34,14,6,22,0,42,35
ReBoRN,13,28,4,18,6,39,69
iB,74,20,2,12,6,25,56
justified,12,16,7,14,2,47,52
n0dz #cockyAF,6,17,4,19,0,47,41
exoib,78,14,5,20,0,28,38
Ashni #b0t,0,26,3,17,3,73,56
b3nd3r,33,13,4,20,0,15,41
reedkihaddi,41,14,0,17,3,21,38
DaNooBro,63,15,2,20,2,26,33
p3ni5,30,11,6,20,0,18,31
reedkihaddi,37,29,2,19,0,34,63
p3ni5,27,18,6,18,4,22,46
assassin,0,14,2,17,2,33,30
b3nd3r,33,9,3,17,0,10,27
DaNooBro,33,7,5,19,0,28,20
Madara,21,26,5,16,6,23,63
R()C!<!NG !-!ELL,11,24,3,17,4,25,59
Mjölnir,52,21,7,20,5,52,58
notYawNiX,5,12,5,16,0,33,32
꧁nitr0꧂,0,3,1,8,0,0,13
Smoke,36,18,7,19,0,16,47
Shanthi Se Khelo,34,18,4,22,3,44,45
m1ku,45,20,1,21,4,25,44
leo,27,16,8,23,2,50,43
Black Panther,33,11,6,20,0,0,28
VALAR MORGHULIS,9,28,4,20,4,39,62
DaNooBro,35,23,4,13,6,34,56
sn0w,32,19,7,17,2,36,53
p3ni5,30,20,2,19,3,28,46
reedkihaddi,42,11,5,17,0,58,36
Kevin De Bruyne,79,29,7,19,5,30,74
I Listless No Judge,31,29,7,21,6,31,71
ʀᴇᴛᴢᴋɪʀᴛ,71,17,3,22,0,11,56
Tarlguz,61,17,8,26,2,5,46
Artoria Pendragon,36,15,5,22,2,37,45
p3ni5,57,23,10,26,4,29,63
reedkihaddi,63,21,3,20,3,40,63
DaNooBro,56,25,4,24,5,52,57
Self Reliance,59,18,4,19,0,22,48
Ｓｋｒｉｐｅ,0,5,0,5,0,50,11
MomentuM -iwnl-,42,26,7,18,5,30,61
reedkihaddi,44,17,6,17,4,29,56
Happy1,0,22,6,19,2,27,52
DaNooBro,72,16,5,22,0,31,39
p3ni5,28,11,2,20,0,27,31
-ᴇʟᴇᴄᴛʀᴏɴɪᴄ-,51,22,6,16,3,30,62
✪Eleven,31,23,4,19,4,47,60
gerich,31,23,3,19,4,45,53
ѕιleɴх,96,13,3,20,2,38,37
Dimebag,32,13,4,20,3,23,30
sn0w,56,21,4,20,4,23,54
DaNooBro,54,19,2,19,3,30,46
reedkihaddi,59,12,5,20,0,58,34
Noobi3,31,14,1,22,0,21,33
p3ni5,56,9,2,17,0,30,22
absolute badlad,71,29,5,15,6,44,70
Corona Strike,63,23,6,17,3,29,54
Alx,62,18,5,16,0,33,48
La Puta AMA,94,13,3,15,4,23,44
z_wolf_z,92,14,5,15,2,7,35
LionWolf,65,18,1,18,3,27,43
!! Goku_Ssj4 !!,0,17,3,20,2,11,37
[♠Yum Yim♠],0,14,3,19,0,28,33
Zassky メ,0,11,1,16,0,18,25
Twistzz,0,2,0,10,0,66,4
sn0w,45,31,5,12,5,48,84
p3ni5,53,22,6,14,7,27,55
DaNooBro,58,19,5,15,0,26,50
KAMIKAZE,0,14,6,17,3,31,38
reedkihaddi,62,6,5,14,0,40,21
king,104,29,4,21,5,34,68
>_<,24,26,7,21,4,30,63
Skrap De Coco,34,16,5,23,2,25,50
"Khabib ""The EAGLE"" Nurmagomedov",33,16,3,22,3,12,41
Juzt4fun_yay,51,14,4,23,0,28,37
sn0w,47,26,6,22,4,32,72
DaNooBro,61,29,3,19,3,24,64
p3ni5,52,22,7,20,3,45,58
reedkihaddi,64,18,9,20,5,55,50
Self Reliance,142,13,3,22,0,38,32
strange person,32,20,2,18,2,35,46
𝑳𝒂𝓩𝙮~kíd,0,18,1,18,3,44,46
Grimora Da Beast,165,16,5,20,2,56,39
chicken chut masala,90,16,3,19,2,43,37
Dhruv gamerz,0,7,1,3,0,25,16
DaNooBro,36,32,8,15,6,25,73
sn0w,24,19,6,17,3,36,54
p3ni5,30,19,3,17,2,26,43
Noobi3,25,14,5,21,3,21,39
reedkihaddi,44,10,5,17,2,36,30
p3ni5,31,31,6,20,6,19,73
DaNooBro,36,27,3,14,4,28,62
sn0w,22,15,7,21,0,26,50
reedkihaddi,41,18,4,15,4,5,47
Noobi3,19,14,8,20,0,35,41
JayHawk,67,25,9,23,3,52,63
SIngle,35,21,2,20,2,23,46
Arjun-,0,14,4,23,2,31,43
bheem_,62,14,3,22,4,28,41
𝔖𝔱𝔦𝔫𝔤SSJGOD™,8,12,6,20,0,50,37
Baba Yaga,65,22,0,17,3,17,46
♤LEOKNIGHTUS♤,5,15,2,19,2,40,37
KhashN-,107,15,1,20,0,20,31
Dynank,67,7,1,18,0,25,15
BuTCHeR-,120,6,3,20,0,50,15
p3ni5,28,25,3,11,5,44,60
sn0w,26,22,5,14,2,36,54
DaNooBro,33,17,4,15,0,11,42
Noobi3,29,16,3,17,3,50,39
reedkihaddi,39,14,2,10,6,57,35
DaNooBro,76,26,4,25,2,26,59
p3ni5,31,23,3,27,0,39,58
Noobi3,31,21,6,21,4,28,58
sn0w,36,21,8,19,3,38,57
reedkihaddi,42,19,8,23,4,42,56
fLuX -Prince-,14,28,6,21,7,17,73
Im Not  A Rapper,108,25,4,19,3,32,62
Fonzy,73,23,2,24,0,52,57
NINI 🌻,112,21,8,21,2,23,53
Zerxaf,109,18,6,25,3,44,47
DaNooBro,40,20,5,16,3,35,46
Noobi3,29,13,5,21,0,53,34
reedkihaddi,90,16,0,18,0,18,33
p3ni5,26,11,7,20,0,54,31
sn0w,23,9,6,17,2,22,28
✪︎SeeOn✪,6,24,4,12,3,41,57
Zero Skill just Luck,56,18,3,16,4,50,53
it,22,18,2,12,3,33,53
ＯＺ,40,14,2,14,3,57,52
AeBee...,19,18,4,15,3,27,50
Путин,37,21,10,21,3,45,64
legendary guts over fear,77,19,1,19,2,20,40
BL4zE,60,15,4,18,3,43,39
ChinkiCSGOatse.com,29,18,1,20,3,38,38
BOT Dick,0,6,3,21,0,22,15
DaNooBro,32,21,7,16,5,36,54
MEG@TR@N,11,23,4,18,2,34,51
p3ni5,27,23,1,20,6,26,49
reedkihaddi,37,16,5,14,0,18,49
sn0w,26,17,6,21,3,41,42
Workaholic Singh,55,21,7,18,5,23,53
Bansal,44,16,8,21,2,31,41
Dante,37,17,3,20,0,52,40
MLA Unnao,72,9,0,21,0,11,18
REVENANT,0,3,1,8,0,25,8
reedkihaddi,36,28,7,16,5,21,75
DaNooBro,48,25,5,14,3,44,58
sn0w,32,12,18,19,4,33,52
iZnoGouD,25,13,9,15,2,23,44
Psyclops,44,19,3,16,2,26,41
Mochizou,46,35,5,18,5,44,84
North,47,34,2,15,5,31,76
_M£RC£NARY™,89,18,5,21,4,44,45
StanleyTheManly,31,13,3,20,2,46,32
_Gambit™,89,10,6,23,0,40,30
sn0w,41,24,5,21,6,29,58
DaNooBro,53,23,7,25,3,30,54
Self Reliance,64,18,3,23,0,27,45
reedkihaddi,57,16,3,24,2,29,36
p3ni5,45,13,6,20,0,38,36
The_Viper,57,35,5,16,7,30,80
VALAR MORGHULIS,32,27,1,18,3,33,58
HeilSenberg,60,15,3,16,2,46,48
‡MuGi‡,25,15,4,20,0,37,41
KennyS,27,12,1,17,3,16,35
DaNooBro,57,25,3,20,5,12,55
p3ni5,46,19,7,21,3,15,53
reedkihaddi,58,18,2,21,2,11,43
sn0w,45,12,4,25,0,23,36
b3nd3r,57,13,6,21,0,30,34
dev1ce,78,22,4,19,0,63,54
P1mpelxD,25,18,1,21,0,42,43
Come-Get-Some,76,12,4,18,3,16,35
-CoNS0LEEEEEEEEE;-,34,12,3,20,0,46,27
Aimware.com??Word.exe??,0,7,1,16,2,37,16
p3ni5,26,23,4,12,3,26,66
DaNooBro,32,22,2,16,3,13,53
Psyclops,41,16,4,16,4,37,52
reedkihaddi,38,19,6,18,4,52,46
Noobi3,17,13,4,17,2,30,40
DaNooBro,28,27,5,13,7,29,61
reedkihaddi,31,26,6,12,2,38,61
Noobi3,18,19,5,16,4,57,46
Psyclops,31,17,3,16,2,29,39
p3ni5,23,13,4,17,0,38,34
Creaf,40,18,4,20,2,27,44
deaTh,0,16,1,20,3,62,41
Approx,12,12,4,22,0,30,32
icewallow_come,20,13,4,21,0,15,30
VD| skinhub.com,5,13,3,21,3,42,29
bossman,31,24,6,19,4,20,61
Ani |,26,19,4,18,4,26,52
PH03nixGOD-,923,20,6,24,3,30,46
CoolHinDude,20,18,5,19,0,22,42
Jancek,89,13,4,21,0,15,32
reedkihaddi,33,31,8,20,6,35,77
DaNooBro,32,23,1,18,5,30,52
b3nd3r,32,16,3,17,2,33,50
Psyclops,36,13,6,21,2,53,42
sn0w,22,15,3,21,0,31,38
Glock,53,28,7,20,2,32,71
✪Knight--King™✪,26,26,6,26,5,42,60
死神 Knight-Reaper,33,23,4,17,2,39,60
McCleaR,46,16,3,19,0,25,45
K H I L A D I,62,10,2,23,5,16,37
DaNooBro,49,34,6,19,7,17,82
Clementslay,6,20,3,21,6,20,64
reedkihaddi,56,20,5,20,2,35,47
b3nd3r,52,16,2,22,0,31,44
sn0w,0,14,5,23,0,50,37
FPS-Osman,31,21,5,19,5,42,59
Manex2323,42,21,2,16,4,23,55
candle,118,23,6,16,2,30,54
GHOST︻デ═--,37,21,4,11,3,28,54
AMIT,37,14,5,20,2,50,36
reedkihaddi,37,23,5,19,4,34,56
b3nd3r,29,22,3,20,3,31,52
DaNooBro,41,17,5,19,2,47,43
sn0w,33,12,3,20,0,41,29
Self Reliance,69,8,1,22,0,12,20
FEBRYY,0,30,5,20,3,35,76
courtezan,84,21,5,21,2,40,55
PHILIP,36,20,5,21,5,33,54
KacchaKela,0,11,2,18,3,8,30
dipsi,0,12,1,17,2,23,28
b3nd3r,55,26,4,18,5,14,73
reedkihaddi,54,24,3,21,2,41,56
DaNooBro,52,20,9,25,4,31,51
Noobi3,55,19,8,22,2,26,48
sn0w,0,8,6,14,2,40,34
"Hinouga "" ヒノウガ """,71,22,4,18,3,27,65
ShiFoO,46,28,4,23,3,14,63
Bobby,32,17,5,22,4,41,51
BriEl,59,19,1,20,5,21,50
이봐,67,12,5,18,0,33,33
p3ni5,44,31,2,17,5,29,76
DaNooBro,47,29,9,20,3,31,75
You,54,19,2,19,0,47,45
reedkihaddi,55,14,3,19,3,35,39
b3nd3r,49,8,5,22,3,25,26
DaNooBro,30,49,3,20,9,22,104
reedkihaddi,85,29,7,17,4,40,73
IshanLM10,63,14,2,22,3,28,36
r3lax,58,10,10,23,0,10,35
WiZiZ,30,9,2,21,0,33,24
Ṩ℘ecτrum,30,36,1,21,6,19,83
Yoda g4skins.com,78,28,6,20,3,50,68
YuMe,85,18,3,23,0,44,44
'Kennys.CS:GO,3,13,1,22,3,15,35
MÖn$†eR░,0,5,2,22,0,33,15
tabs,44,25,4,20,2,44,65
prodigy-iwnl-,27,24,0,13,5,37,56
Mjölnir,51,23,3,20,3,39,52
(-ZoR0-),106,17,7,21,4,41,44
死神くん,27,12,4,20,2,8,32
p3ni5,29,24,2,21,2,25,55
DaNooBro,0,18,4,19,2,44,48
sn0w,25,17,7,19,0,35,47
Noobi3,28,18,7,20,3,27,43
reedkihaddi,87,17,3,22,3,29,40
#BATMAN,49,33,6,17,5,33,76
NV,65,25,6,19,3,52,63
AvaTar,66,19,5,18,3,31,59
smf,75,18,2,22,2,27,45
Akashi Seijuro彡,66,15,3,19,3,26,38
DaNooBro,31,24,6,21,0,16,64
p3ni5,31,15,8,22,5,33,51
reedkihaddi,35,21,4,22,2,36,50
sn0w,17,18,2,23,3,50,47
abhi17,31,16,2,23,2,31,41
b0x,43,25,4,21,3,16,58
kira,9,22,11,26,2,22,55
✪Dave-,15,21,3,19,4,33,55
DeeRayquza,43,21,5,21,4,47,52
AyatollaH Ha[M]eD,207,13,4,23,3,28,37
reedkihaddi,84,29,6,21,3,24,67
p3ni5,29,27,4,18,5,25,65
sn0w,20,22,5,20,3,18,56
DaNooBro,31,19,5,20,0,31,43
Noobi3,30,11,7,25,0,45,33
BOCUNLAI,35,25,3,19,2,20,58
BOT Albert,30,14,3,19,2,21,37
춤추는페라리,76,15,1,21,3,13,35
GG,82,12,5,22,0,41,29
HK_junior,33,10,4,24,0,40,26
sn0w,66,22,8,16,2,27,61
baise toi,32,19,1,15,3,15,56
reedkihaddi,85,24,1,15,5,37,55
Rustyzz,56,21,8,12,4,38,54
General Damo,68,18,5,19,2,61,42
DaNooBro,27,24,8,14,4,37,61
sn0w,23,23,2,15,6,43,53
abhi17,58,21,3,17,3,18,46
reedkihaddi,86,21,3,17,2,28,45
Noobi3,31,8,4,15,0,12,21
Papa Zola,31,23,2,19,4,30,53
jadefury S > Kato 14,0,17,2,20,0,50,40
☠beAst muZe #lost_somewhere,0,15,3,21,0,60,33
PASHA BHAI(паша вгаі),32,13,5,20,0,23,32
nimr0d,62,8,3,18,0,37,21
sn0w,21,29,5,18,6,41,74
DaNooBro,35,22,9,21,4,30,59
reedkihaddi,90,21,3,19,3,21,52
abhi17,29,16,3,19,0,37,46
b3nd3r,30,15,3,22,3,20,42
dan,77,22,3,18,6,18,61
Ra ♥,56,21,2,22,0,47,48
Fsk_Rulz,12,21,3,28,2,52,47
Nalla Supari ♥,51,14,4,21,3,42,45
luna0scura,54,20,1,18,2,45,42
F1GhTeR,52,27,2,16,4,37,59
MaKG,25,25,3,13,6,52,56
rusher,29,13,3,11,3,46,37
♠️bLaCk♠,23,14,1,17,2,21,36
ṩ-мᾄҭε,78,10,3,17,0,41,28
p3ni5,28,16,3,18,0,43,39
Noobi3,17,15,2,20,3,33,36
reedkihaddi,39,14,3,16,2,26,35
DaNooBro,30,14,4,19,0,14,34
sn0w,32,12,4,19,0,33,32
Pa$ha_B!cEp$ [✖‿✖],5,31,2,12,7,29,69
Mr.VoDkA,42,19,3,13,4,26,53
LycanKillzone,37,17,5,15,0,29,45
k1te ◥► ◄◤,8,18,7,18,2,44,44
Inspr0n,31,18,3,20,2,27,40
DaNooBro,31,23,2,21,0,21,48
flames,31,20,0,18,5,50,48
reedkihaddi,88,14,2,21,3,28,32
RA3M0N,61,12,3,23,0,25,27
Noobi3,27,9,1,20,0,11,22
p3ni5,28,28,3,21,4,28,83
DaNooBro,32,33,4,22,5,39,82
reedkihaddi,185,23,7,23,4,66,61
Noobi3,29,17,6,22,2,41,46
Self Reliance,68,12,2,22,0,41,28
Killer,38,34,2,17,6,32,78
_SHADOW_ | Csgoempire.com,17,30,5,23,5,40,73
EgoDeath,58,23,5,25,4,43,59
Shivansh,48,16,4,25,0,37,48
Thook,51,6,1,24,0,66,22
Right Boob,44,24,6,20,0,45,55
nyamuk,62,19,1,18,2,35,44
<hell>,0,17,2,21,2,52,40
カル.kekero,0,12,2,18,2,25,35
Rifftinity,0,11,2,22,0,27,32
Carnage [Pro Gambler] csgetto.cc,77,34,2,12,8,41,81
reedkihaddi,58,19,4,16,3,31,60
DaNooBro,50,23,3,18,3,26,56
sn0w,46,11,5,18,0,63,39
somebody-The smokecriminal,53,11,6,20,0,18,34
PaiN,26,18,1,12,3,61,39
Yellow Mother fucking Craw,85,11,2,15,0,45,26
|AronBlaise|,0,6,1,15,0,50,14
Zoro,93,4,4,16,0,40,14
JDraken,74,1,0,14,0,50,2
reedkihaddi,37,17,5,8,8,35,54
sn0w,32,14,3,6,0,42,46
DaNooBro,30,18,2,11,0,33,39
Noobi3,20,13,2,10,2,46,36
p3ni5,28,11,1,9,0,18,33
Killer,41,27,0,21,4,70,65
Sattu Supari,0,25,5,18,3,24,61
_SHADOW_ | Csgoempire.com,26,21,4,24,0,31,55
Muuuusaaaaaa,40,15,3,21,4,26,46
Shivansh,41,15,2,23,3,13,37
sn0w,41,28,8,22,2,27,76
DaNooBro,32,25,5,20,5,33,71
Noobi3,19,22,5,21,2,22,56
reedkihaddi,31,17,2,19,5,29,43
p3ni5,28,10,8,26,0,45,30
blackhole,38,27,3,25,2,48,69
FLEXTER]],18,25,5,15,5,15,64
Rusty Boii,19,24,5,22,2,62,54
✪kOzaN✪,12,17,7,21,4,11,45
NiXoN Sama,40,9,4,25,2,33,26
DaNooBro,30,32,3,22,4,46,70
